			人口	人口	人口	人口	人口	人口	人口	人口	人口	人口
1,198	愛知県	2022	6,548,000	948,000	1,920,000		7,234,587	7,495,000	7,512,703		50.2	49.8
1,199	愛知県	2023	6,550,000	927,000	1,923,000		7,198,958	7,477,000	7,500,882		50.2	49.8
1,200	愛知県	2024	6,554,000	906,000	1,928,000			7,460,000				
1,201	三重県	1975	1,240,281	385,615	160,166	52,955	1,637,001	1,626,002		797,615	51.6	48.4
1,202	三重県	1976	1,251,000	387,000	164,000		1,650,092	1,638,000			51.6	48.4
1,203	三重県	1977	1,263,000	387,000	169,000		1,662,971	1,649,000			51.5	48.5
1,204	三重県	1978	1,277,000	385,000	175,000		1,674,467	1,661,000			51.5	48.5
1,205	三重県	1979	1,291,000	383,000	181,000		1,685,928	1,672,000			51.6	48.4
1,206	三重県	1980	1,300,831	385,969	187,019	67,317	1,701,865	1,686,936		829,788	51.5	48.5
1,207	三重県	1981	1,310,000	391,000	192,000		1,713,950	1,702,000			51.5	48.5
1,208	三重県	1982	1,325,000	389,000	197,000		1,726,011	1,716,000			51.5	48.5
1,209	三重県	1983	1,338,000	387,000	201,000		1,734,872	1,728,000			51.5	48.5
1,210	三重県	1984	1,349,000	383,000	204,000		1,743,466	1,737,000			51.5	48.5
1,211	三重県	1985	1,375,323	371,893	210,815	83,786	1,753,377	1,747,311		874,868	51.5	48.5
1,212	三重県	1986	1,393,000	364,000	215,000		1,763,953	1,756,000			51.5	48.5
1,213	三重県	1987	1,411,000	355,000	220,000		1,772,300	1,765,000			51.5	48.5
1,214	三重県	1988	1,429,000	344,000	225,000		1,782,881	1,772,000			51.5	48.5
1,215	三重県	1989	1,450,000	334,000	232,000		1,794,193	1,782,000			51.5	48.5
1,216	三重県	1990	1,461,726	330,251	243,358	102,640	1,804,845	1,792,514		921,901	51.5	48.5
1,217	三重県	1991	1,480,000	322,000	254,000		1,814,296	1,803,000			51.5	48.5
1,218	三重県	1992	1,497,000	314,000	264,000		1,821,533	1,814,000			51.4	48.5
1,219	三重県	1993	1,511,000	307,000	274,000		1,829,721	1,823,000			51.5	48.5
1,220	三重県	1994	1,525,000	302,000	284,000		1,839,003	1,833,000			51.4	48.6
1,221	三重県	1995	1,537,557	303,645	297,129	118,381	1,843,869	1,841,358		981,914	51.4	48.6
1,222	三重県	1996	1,550,000	299,000	308,000		1,849,043	1,846,000			51.5	48.6
1,223	三重県	1997	1,561,000	294,000	319,000		1,852,854	1,851,000			51.4	48.6
1,224	三重県	1998	1,572,000	289,000	329,000		1,855,860	1,855,000			51.4	48.5
1,225	三重県	1999	1,581,000	283,000	339,000		1,857,376	1,856,000			51.5	48.5
1,226	三重県	2000	1,573,553	283,081	350,959	143,865	1,858,890	1,857,339		967,307	51.5	48.5
1,227	三重県	2001	1,583,000	278,000	363,000		1,858,120	1,862,000			51.5	48.6
1,228	三重県	2002	1,588,000	273,000	373,000		1,858,114	1,863,000			51.4	48.5
1,229	三重県	2003	1,594,000	269,000	381,000		1,857,773	1,864,000			51.4	48.6
1,230	三重県	2004	1,599,000	265,000	388,000		1,858,026	1,867,000			51.4	48.5
1,231	三重県	2005	1,597,902	266,741	400,647	186,015	1,857,456	1,866,963		968,343	51.4	48.6
1,232	三重県	2006	1,609,000	264,000	413,000		1,857,090	1,872,000			51.3	48.6
1,233	三重県	2007	1,615,000	261,000	425,000		1,856,282	1,873,000			51.3	48.7
1,234	三重県	2008	1,617,000	258,000	434,000		1,854,050	1,871,000			51.3	48.7
1,235	三重県	2009	1,616,000	254,000	445,000		1,849,703	1,864,000			51.3	48.7
1,236	三重県	2010	1,589,378	253,174	447,103	221,000	1,844,293	1,854,724		943,072	51.3	48.7
1,237	三重県	2011	1,596,000	251,000	451,000		1,838,613	1,847,000			51.3	48.7
1,238	三重県	2012	1,593,000	248,000	465,000		1,830,584	1,840,000	1,871,619		51.4	48.7
1,239	三重県	2013	1,588,000	245,000	480,000		1,827,576	1,833,000	1,868,860		51.3	48.7
1,240	三重県	2014	1,584,000	241,000	495,000		1,818,842	1,825,000	1,860,113		51.3	48.7
1,241	三重県	2015	1,562,623	233,525	501,046	246,411	1,808,398	1,815,865	1,850,028	903,734	51.3	48.7
1,242	三重県	2016	1,578,000	231,000	516,000		1,798,308	1,808,000	1,841,753		51.3	48.7
1,243	三重県	2017	1,573,000	226,000	522,000		1,786,598	1,800,000	1,834,269		51.3	48.7
1,244	三重県	2018	1,569,000	222,000	527,000		1,773,994	1,791,000	1,824,637		51.3	48.9
1,245	三重県	2019	1,564,000	218,000	530,000		1,758,638	1,781,000	1,813,859		51.2	48.9
1,246	三重県	2020	1,519,125	211,090	522,073	273,503	1,745,912	1,770,254	1,800,756	872,958	51.2	48.8
1,247	三重県	2021	1,547,000	209,000	531,000		1,731,935	1,756,000	1,784,968		51.1	48.8
1,248	三重県	2022	1,539,000	204,000	531,000		1,715,115	1,742,000	1,772,427		51.1	48.9
1,249	三重県	2023	1,528,000	198,000	529,000		1,694,928	1,727,000	1,757,527		51.1	48.9
1,250	三重県	2024	1,519,000	192,000	529,000			1,711,000				
1,251	滋賀県	1975	747,096	238,315	91,937	29,881	993,541	985,621		495,695	51.1	48.9
1,252	滋賀県	1976	760,000	245,000	94,000		1,013,162	1,006,000			51.0	48.9
1,253	滋賀県	1977	775,000	251,000	97,000		1,031,881	1,026,000			51.0	49.0
1,254	滋賀県	1978	788,000	256,000	100,000		1,050,630	1,043,000			51.0	49.0
1,255	滋賀県	1979	802,000	260,000	103,000		1,069,484	1,061,000			51.1	49.0
1,256	滋賀県	1980	814,060	265,737	108,245	37,353	1,086,888	1,079,898		529,052	51.0	49.0
1,257	滋賀県	1981	824,000	272,000	112,000		1,102,113	1,097,000			51.0	49.0
1,258	滋賀県	1982	838,000	274,000	115,000		1,117,434	1,112,000			50.9	49.1
1,259	滋賀県	1983	852,000	274,000	118,000		1,130,557	1,127,000			50.9	49.2
1,260	滋賀県	1984	866,000	274,000	120,000		1,143,922	1,141,000			50.8	49.2
1,261	滋賀県	1985	885,352	270,330	124,657	47,675	1,156,072	1,155,844		567,330	50.8	49.2
1,262	滋賀県	1986	899,000	267,000	127,000		1,167,043	1,166,000			50.9	49.2
1,263	滋賀県	1987	916,000	263,000	130,000		1,180,108	1,178,000			50.8	49.2
1,264	滋賀県	1988	934,000	259,000	134,000		1,194,911	1,191,000			50.8	49.2
1,265	滋賀県	1989	955,000	253,000	139,000		1,211,665	1,206,000			50.8	49.2
1,266	滋賀県	1990	971,376	249,258	147,144	60,771	1,225,916	1,222,411		614,221	50.8	49.2
1,267	滋賀県	1991	990,000	244,000	154,000		1,236,867	1,235,000			50.8	49.2
1,268	滋賀県	1992	1,007,000	240,000	161,000		1,247,467	1,248,000			50.7	49.3
1,269	滋賀県	1993	1,023,000	235,000	168,000		1,259,880	1,261,000			50.8	49.2
1,270	滋賀県	1994	1,038,000	232,000	174,000		1,272,428	1,273,000			50.7	49.3
1,271	滋賀県	1995	1,055,831	231,022	181,376	72,283	1,283,341	1,287,005		676,220	50.7	49.3
1,272	滋賀県	1996	1,070,000	228,000	189,000		1,293,951	1,298,000			50.7	49.4
1,273	滋賀県	1997	1,084,000	226,000	196,000		1,305,535	1,310,000			50.7	49.4
1,274	滋賀県	1998	1,100,000	224,000	203,000		1,316,331	1,323,000			50.6	49.4
1,275	滋賀県	1999	1,112,000	221,000	209,000		1,325,618	1,332,000			50.6	49.4
1,276	滋賀県	2000	1,122,181	220,072	215,552	89,574	1,334,621	1,342,832		694,874	50.6	49.4
1,277	滋賀県	2001	1,135,000	218,000	223,000		1,341,405	1,354,000			50.6	49.4
1,278	滋賀県	2002	1,143,000	216,000	230,000		1,348,241	1,361,000			50.6	49.4
1,279	滋賀県	2003	1,152,000	214,000	236,000		1,353,893	1,368,000			50.7	49.3
1,280	滋賀県	2004	1,159,000	213,000	240,000		1,359,273	1,375,000			50.6	49.3
1,281	滋賀県	2005	1,165,990	213,147	249,418	116,688	1,365,393	1,380,361		714,215	50.6	49.4
1,282	滋賀県	2006	1,176,000	213,000	258,000		1,371,577	1,390,000			50.6	49.4
1,283	滋賀県	2007	1,184,000	212,000	268,000		1,377,886	1,398,000			50.6	49.4
1,284	滋賀県	2008	1,190,000	212,000	276,000		1,382,321	1,405,000			50.5	49.5
1,285	滋賀県	2009	1,195,000	210,000	284,000		1,386,570	1,409,000			50.6	49.4
1,286	滋賀県	2010	1,186,371	210,753	288,788	140,289	1,390,927	1,410,777		709,602	50.6	49.4
1,287	滋賀県	2011	1,203,000	211,000	295,000		1,394,472	1,414,000			50.6	49.4
1,288	滋賀県	2012	1,205,000	210,000	306,000		1,395,363	1,415,000	1,419,426		50.6	49.3
1,289	滋賀県	2013	1,207,000	209,000	319,000		1,397,955	1,416,000	1,421,779		50.6	49.4
1,290	滋賀県	2014	1,209,000	207,000	332,000		1,397,783	1,416,000	1,421,342		50.6	49.3
1,291	滋賀県	2015	1,195,597	203,450	337,877	158,340	1,396,024	1,412,916	1,419,863	702,431	50.7	49.3
1,292	滋賀県	2016	1,210,000	202,000	350,000		1,395,217	1,413,000	1,420,260		50.7	49.3
1,293	滋賀県	2017	1,213,000	200,000	357,000		1,393,088	1,413,000	1,419,635		50.7	49.3
1,294	滋賀県	2018	1,215,000	197,000	363,000		1,390,806	1,412,000	1,420,080		50.7	49.4
1,295	滋賀県	2019	1,220,000	195,000	368,000		1,387,945	1,414,000	1,420,948		50.7	49.4
1,296	滋賀県	2020	1,190,092	191,369	365,311	182,545	1,385,804	1,413,610	1,418,886	689,843	50.7	49.3
1,297	滋賀県	2021	1,221,000	189,000	376,000		1,382,568	1,411,000	1,415,222		50.7	49.3
1,298	滋賀県	2022	1,223,000	186,000	378,000		1,377,812	1,409,000	1,413,989		50.7	49.3
1,299	滋賀県	2023	1,224,000	182,000	380,000		1,371,161	1,407,000	1,410,534		50.6	49.4
1,300	滋賀県	2024	1,223,000	179,000	382,000			1,402,000				
1,301	京都府	1975	1,863,808	559,934	217,137	67,824	2,429,567	2,424,856		1,174,574	50.9	49.1
1,302	京都府	1976	1,877,000	575,000	225,000		2,447,654	2,452,000			50.9	49.1
1,303	京都府	1977	1,891,000	585,000	235,000		2,467,045	2,474,000			50.9	49.1
1,304	京都府	1978	1,905,000	591,000	242,000		2,483,960	2,494,000			51.0	49.1
1,305	京都府	1979	1,922,000	593,000	250,000		2,497,267	2,512,000			51.0	49.0
1,306	京都府	1980	1,951,019	575,948	257,836	89,167	2,510,446	2,527,330		1,217,791	51.0	49.0
1,307	京都府	1981	1,967,000	574,000	265,000		2,525,502	2,539,000			51.0	49.0
1,308	京都府	1982	1,992,000	564,000	271,000		2,540,202	2,553,000			51.0	49.0
1,309	京都府	1983	2,019,000	554,000	276,000		2,553,220	2,569,000			51.1	48.9
1,310	京都府	1984	2,042,000	542,000	280,000		2,563,832	2,578,000			51.1	48.9
1,311	京都府	1985	2,047,146	538,628	289,629	116,279	2,573,577	2,586,574		1,263,061	51.1	48.9
1,312	京都府	1986	2,072,000	525,000	296,000		2,581,512	2,595,000			51.2	48.9
1,313	京都府	1987	2,094,000	508,000	303,000		2,541,396	2,601,000			51.2	48.8
1,314	京都府	1988	2,116,000	490,000	310,000		2,546,156	2,604,000			51.2	48.8
1,315	京都府	1989	2,135,000	471,000	318,000		2,543,157	2,604,000			51.3	48.8
1,316	京都府	1990	2,143,444	448,900	327,429	142,397	2,539,004	2,602,460		1,310,827	51.3	48.7
1,317	京都府	1991	2,167,000	437,000	340,000		2,541,902	2,608,000			51.3	48.7
1,318	京都府	1992	2,180,000	426,000	352,000		2,542,682	2,615,000			51.4	48.7
1,319	京都府	1993	2,189,000	415,000	363,000		2,542,579	2,618,000			51.4	48.6
1,320	京都府	1994	2,197,000	407,000	375,000		2,547,526	2,622,000			51.4	48.6
1,321	京都府	1995	2,229,443	390,138	386,976	162,555	2,551,061	2,629,592		1,376,518	51.4	48.6
1,322	京都府	1996	2,244,000	387,000	402,000		2,555,167	2,634,000			51.5	48.6
1,323	京都府	1997	2,248,000	383,000	416,000		2,559,215	2,638,000			51.5	48.5
1,324	京都府	1998	2,255,000	378,000	430,000		2,561,860	2,643,000			51.6	48.4
1,325	京都府	1999	2,259,000	374,000	443,000		2,563,355	2,645,000			51.6	48.4
1,326	京都府	2000	2,269,506	360,531	459,273	194,202	2,563,205	2,644,391		1,335,672	51.7	48.3
1,327	京都府	2001	2,286,000	360,000	479,000		2,563,344	2,649,000			51.7	48.3
1,328	京都府	2002	2,284,000	358,000	495,000		2,563,773	2,648,000			51.8	48.2
1,329	京都府	2003	2,284,000	357,000	508,000		2,565,424	2,650,000			51.8	48.2
1,330	京都府	2004	2,284,000	355,000	519,000		2,565,170	2,650,000			51.9	48.1
1,331	京都府	2005	2,285,797	345,071	530,350	242,033	2,566,420	2,647,660		1,328,122	51.9	48.1
1,332	京都府	2006	2,295,000	348,000	552,000		2,562,282	2,646,000			51.9	48.1
1,333	京都府	2007	2,288,000	348,000	571,000		2,558,542	2,643,000			51.9	48.1
1,334	京都府	2008	2,282,000	347,000	588,000		2,555,650	2,640,000			52.0	48.0
1,335	京都府	2009	2,276,000	346,000	606,000		2,551,706	2,637,000			52.0	48.0
1,336	京都府	2010	2,259,521	334,444	605,709	286,195	2,547,225	2,636,092		1,300,144	52.0	48.0
1,337	京都府	2011	2,298,000	333,000	624,000		2,542,740	2,632,000			52.1	48.0
1,338	京都府	2012	2,295,000	330,000	649,000		2,536,238	2,625,000	2,587,129		52.1	48.0
1,339	京都府	2013	2,292,000	326,000	676,000		2,534,567	2,617,000	2,585,904		52.2	48.0
1,340	京都府	2014	2,287,000	322,000	701,000		2,527,697	2,610,000	2,579,305		52.2	48.0
1,341	京都府	2015	2,242,959	313,866	703,419	329,552	2,521,866	2,610,353	2,574,842	1,246,950	52.2	47.8
1,342	京都府	2016	2,293,000	312,000	733,000		2,515,005	2,605,000	2,569,410		52.2	47.9
1,343	京都府	2017	2,291,000	308,000	743,000		2,506,201	2,599,000	2,563,152		52.3	47.9
1,344	京都府	2018	2,288,000	304,000	749,000		2,494,923	2,591,000	2,555,068		52.3	47.9
1,345	京都府	2019	2,284,000	299,000	753,000		2,481,833	2,583,000	2,545,899		52.4	48.0
1,346	京都府	2020	2,201,709	293,465	734,493	384,663	2,469,600	2,578,087	2,530,609	1,132,732	52.2	47.8
1,347	京都府	2021	2,273,000	289,000	758,000		2,453,860	2,561,000	2,511,494		52.3	47.8
1,348	京都府	2022	2,267,000	282,000	755,000		2,433,882	2,550,000	2,501,269		52.3	47.7
1,349	京都府	2023	2,260,000	275,000	753,000		2,413,389	2,535,000	2,488,075		52.3	47.7
1,350	京都府	2024	2,254,000	266,000	752,000			2,520,000				
1,351	大阪府	1975	6,153,185	2,120,992	500,674	142,770	8,118,346	8,278,925		3,826,288	50.1	49.9
1,352	大阪府	1976	6,185,000	2,156,000	523,000		8,164,422	8,330,000			50.2	49.8
1,353	大阪府	1977	6,224,000	2,170,000	546,000		8,208,613	8,373,000			50.2	49.8
1,354	大阪府	1978	6,273,000	2,170,000	568,000		8,239,939	8,412,000			50.3	49.7
1,355	大阪府	1979	6,330,000	2,157,000	589,000		8,267,301	8,445,000			50.4	49.7
1,356	大阪府	1980	6,396,661	2,067,583	613,361	194,316	8,297,830	8,473,446		3,941,464	50.4	49.6
1,357	大阪府	1981	6,462,000	2,049,000	635,000		8,325,624	8,509,000			50.4	49.6
1,358	大阪府	1982	6,550,000	1,996,000	654,000		8,370,545	8,543,000			50.5	49.5
1,359	大阪府	1983	6,651,000	1,944,000	672,000		8,416,981	8,588,000			50.5	49.5
1,360	大阪府	1984	6,752,000	1,888,000	686,000		8,452,926	8,632,000			50.5	49.5
1,361	大阪府	1985	6,810,316	1,850,179	716,579	261,912	8,493,748	8,668,095		4,197,694	50.5	49.5
1,362	大阪府	1986	6,916,000	1,790,000	738,000		8,536,403	8,705,000			50.6	49.4
1,363	大阪府	1987	7,015,000	1,724,000	762,000		8,558,943	8,737,000			50.6	49.4
1,364	大阪府	1988	7,097,000	1,653,000	785,000		8,564,168	8,748,000			50.6	49.4
1,365	大阪府	1989	7,164,000	1,584,000	811,000		8,557,512	8,744,000			50.6	49.4
1,366	大阪府	1990	7,190,549	1,503,885	843,024	333,993	8,548,084	8,734,516		4,424,073	50.7	49.3
1,367	大阪府	1991	7,273,000	1,465,000	881,000		8,552,322	8,750,000			50.7	49.3
1,368	大阪府	1992	7,308,000	1,427,000	913,000		8,548,835	8,761,000			50.7	49.3
1,369	大阪府	1993	7,332,000	1,391,000	948,000		8,542,624	8,762,000			50.8	49.2
1,370	大阪府	1994	7,343,000	1,364,000	986,000		8,564,702	8,759,000			50.9	49.1
1,371	大阪府	1995	7,459,820	1,321,475	1,047,875	396,112	8,592,991	8,797,268		4,658,723	50.9	49.1
1,372	大阪府	1996	7,492,000	1,312,000	1,097,000		8,607,475	8,807,000			50.9	49.1
1,373	大阪府	1997	7,501,000	1,301,000	1,146,000		8,616,279	8,808,000			50.9	49.0
1,374	大阪府	1998	7,514,000	1,290,000	1,198,000		8,624,045	8,813,000			51.0	49.0
1,375	大阪府	1999	7,521,000	1,280,000	1,247,000		8,626,766	8,813,000			51.1	48.9
1,376	大阪府	2000	7,539,399	1,249,955	1,315,213	492,567	8,628,601	8,805,081		4,445,438	51.1	48.9
1,377	大阪府	2001	7,568,000	1,250,000	1,382,000		8,636,217	8,821,000			51.2	48.8
1,378	大阪府	2002	7,566,000	1,249,000	1,442,000		8,643,677	8,821,000			51.3	48.7
1,379	大阪府	2003	7,570,000	1,245,000	1,497,000		8,651,977	8,824,000			51.3	48.7
1,380	大阪府	2004	7,571,000	1,243,000	1,545,000		8,651,301	8,825,000			51.4	48.6
1,381	大阪府	2005	7,547,776	1,211,257	1,634,218	649,886	8,663,719	8,817,166		4,326,711	51.5	48.5
1,382	大阪府	2006	7,597,000	1,218,000	1,725,000		8,665,105	8,828,000			51.5	48.5
1,383	大阪府	2007	7,596,000	1,215,000	1,803,000		8,670,302	8,839,000			51.6	48.4
1,384	大阪府	2008	7,593,000	1,213,000	1,868,000		8,676,622	8,847,000			51.6	48.4
1,385	大阪府	2009	7,593,000	1,208,000	1,938,000		8,683,035	8,855,000			51.6	48.4
1,386	大阪府	2010	7,610,818	1,165,200	1,962,748	833,107	8,681,623	8,865,245		4,145,618	51.7	48.3
1,387	大阪府	2011	7,697,000	1,163,000	2,012,000		8,679,933	8,861,000			51.7	48.3
1,388	大阪府	2012	7,704,000	1,152,000	2,099,000		8,673,898	8,856,000	8,873,698		51.8	48.3
1,389	大阪府	2013	7,711,000	1,138,000	2,184,000		8,678,514	8,849,000	8,878,694		51.8	48.3
1,390	大阪府	2014	7,713,000	1,122,000	2,267,000		8,667,415	8,836,000	8,868,870		51.9	48.2
1,391	大阪府	2015	7,619,978	1,093,111	2,278,324	1,030,480	8,658,164	8,839,469	8,865,502	3,988,749	51.9	48.1
1,392	大阪府	2016	7,749,000	1,083,000	2,366,000		8,646,380	8,833,000	8,861,437		51.9	48.2
1,393	大阪府	2017	7,755,000	1,069,000	2,399,000		8,631,175	8,823,000	8,856,444		52.0	48.2
1,394	大阪府	2018	7,756,000	1,056,000	2,420,000		8,613,021	8,813,000	8,848,998		52.1	48.2
1,395	大阪府	2019	7,767,000	1,043,000	2,434,000		8,596,893	8,809,000	8,849,635		52.2	48.2
1,396	大阪府	2020	7,561,227	1,029,499	2,361,723	1,243,742	8,588,705	8,837,685	8,839,532	3,808,303	52.1	47.9
1,397	大阪府	2021	7,788,000	1,018,000	2,442,000		8,557,798	8,806,000	8,800,753		52.1	47.9
1,398	大阪府	2022	7,781,000	1,002,000	2,432,000		8,516,503	8,782,000	8,784,421		52.2	47.8
1,399	大阪府	2023	7,779,000	984,000	2,424,000		8,479,129	8,763,000	8,775,708		52.2	47.8
1,400	大阪府	2024	7,789,000	968,000	2,418,000			8,757,000				
1,401	兵庫県	1975	3,765,304	1,224,538	395,727	124,970	4,963,796	4,992,140		2,318,936	50.9	49.1
1,402	兵庫県	1976	3,795,000	1,239,000	410,000		5,002,807	5,029,000			50.9	49.1
1,403	兵庫県	1977	3,828,000	1,245,000	428,000		5,037,864	5,063,000			51.0	49.0
1,404	兵庫県	1978	3,863,000	1,245,000	445,000		5,066,356	5,093,000			51.1	48.9
1,405	兵庫県	1979	3,900,000	1,239,000	462,000		5,095,316	5,119,000			51.1	48.9
1,406	兵庫県	1980	3,909,735	1,227,770	474,708	162,697	5,121,135	5,144,892		2,379,677	51.2	48.8
1,407	兵庫県	1981	3,941,000	1,230,000	492,000		5,148,834	5,171,000			51.2	48.8
1,408	兵庫県	1982	3,986,000	1,214,000	506,000		5,179,266	5,198,000			51.3	48.7
1,409	兵庫県	1983	4,033,000	1,196,000	518,000		5,204,366	5,227,000			51.3	48.7
1,410	兵庫県	1984	4,080,000	1,176,000	528,000		5,229,811	5,252,000			51.3	48.7
1,411	兵庫県	1985	4,126,925	1,149,105	545,382	209,347	5,256,897	5,278,050		2,494,319	51.3	48.7
1,412	兵庫県	1986	4,183,000	1,120,000	561,000		5,276,957	5,300,000			51.4	48.6
1,413	兵庫県	1987	4,239,000	1,085,000	579,000		5,300,843	5,319,000			51.5	48.5
1,414	兵庫県	1988	4,302,000	1,047,000	597,000		5,312,423	5,344,000			51.5	48.5
1,415	兵庫県	1989	4,367,000	1,012,000	617,000		5,345,900	5,372,000			51.5	48.5
1,416	兵庫県	1990	4,395,281	991,045	642,401	263,069	5,373,537	5,405,040		2,631,087	51.5	48.5
1,417	兵庫県	1991	4,468,000	969,000	673,000		5,403,476	5,426,000			51.5	48.5
1,418	兵庫県	1992	4,519,000	946,000	700,000		5,429,032	5,443,000			51.6	48.4
1,419	兵庫県	1993	4,564,000	925,000	728,000		5,457,617	5,457,000			51.6	48.4
1,420	兵庫県	1994	4,604,000	910,000	757,000		5,430,998	5,469,000			51.6	48.4
1,421	兵庫県	1995	4,519,252	880,094	763,752	296,660	5,422,446	5,401,877		2,745,351	51.6	48.4
1,422	兵庫県	1996	4,546,000	864,000	795,000		5,446,612	5,421,000			51.7	48.3
1,423	兵庫県	1997	4,582,000	851,000	829,000		5,473,832	5,455,000			51.7	48.3
1,424	兵庫県	1998	4,621,000	839,000	865,000		5,500,842	5,494,000			51.7	48.3
1,425	兵庫県	1999	4,656,000	828,000	896,000		5,521,426	5,528,000			51.8	48.2
1,426	兵庫県	2000	4,716,433	830,112	939,950	376,555	5,537,365	5,550,574		2,745,772	51.8	48.2
1,427	兵庫県	2001	4,751,000	820,000	979,000		5,550,419	5,572,000			51.9	48.1
1,428	兵庫県	2002	4,767,000	811,000	1,012,000		5,561,222	5,580,000			51.9	48.1
1,429	兵庫県	2003	4,783,000	803,000	1,042,000		5,566,566	5,589,000			52.0	48.0
1,430	兵庫県	2004	4,792,000	795,000	1,066,000		5,571,148	5,592,000			52.0	48.0
1,431	兵庫県	2005	4,776,039	793,885	1,108,564	491,615	5,576,784	5,590,601		2,732,392	52.1	47.9
1,432	兵庫県	2006	4,801,000	790,000	1,155,000		5,580,497	5,592,000			52.1	47.9
1,433	兵庫県	2007	4,806,000	783,000	1,197,000		5,582,230	5,593,000			52.1	47.9
1,434	兵庫県	2008	4,808,000	778,000	1,233,000		5,586,254	5,592,000			52.1	47.9
1,435	兵庫県	2009	4,811,000	771,000	1,273,000		5,586,182	5,591,000			52.1	47.9
1,436	兵庫県	2010	4,796,928	759,277	1,281,486	600,323	5,580,139	5,588,133		2,663,902	52.2	47.8
1,437	兵庫県	2011	4,825,000	757,000	1,304,000		5,572,405	5,582,000			52.2	47.8
1,438	兵庫県	2012	4,821,000	750,000	1,355,000		5,564,824	5,571,000	5,660,302		52.2	47.8
1,439	兵庫県	2013	4,817,000	741,000	1,408,000		5,560,378	5,558,000	5,655,361		52.3	47.8
1,440	兵庫県	2014	4,809,000	732,000	1,460,000		5,543,171	5,541,000	5,638,338		52.3	47.8
1,441	兵庫県	2015	4,761,858	706,871	1,481,646	694,869	5,524,043	5,534,800	5,621,087	2,562,450	52.3	47.7
1,442	兵庫県	2016	4,819,000	702,000	1,535,000		5,506,465	5,520,000	5,606,545		52.4	47.8
1,443	兵庫県	2017	4,810,000	692,000	1,558,000		5,485,652	5,503,000	5,589,708		52.4	47.8
1,444	兵庫県	2018	4,801,000	683,000	1,577,000		5,462,316	5,484,000	5,570,618		52.5	47.8
1,445	兵庫県	2019	4,793,000	674,000	1,591,000		5,435,379	5,466,000	5,549,568		52.6	47.8
1,446	兵庫県	2020	4,622,406	660,205	1,546,543	801,170	5,410,278	5,465,002	5,523,627	2,476,987	52.4	47.6
1,447	兵庫県	2021	4,777,000	655,000	1,608,000		5,378,080	5,432,000	5,488,605		52.5	47.5
1,448	兵庫県	2022	4,759,000	644,000	1,608,000		5,338,902	5,402,000	5,459,867		52.5	47.5
1,449	兵庫県	2023	4,741,000	629,000	1,609,000		5,297,431	5,370,000	5,426,863		52.5	47.5
1,450	兵庫県	2024	4,723,000	614,000	1,611,000			5,337,000				
1,451	奈良県	1975	816,022	261,132	92,033	29,276	1,082,714	1,077,491		473,876	51.4	48.6
1,452	奈良県	1976	831,000	269,000	95,000		1,105,605	1,098,000			51.5	48.6
1,453	奈良県	1977	852,000	277,000	99,000		1,134,393	1,124,000			51.4	48.6
1,454	奈良県	1978	875,000	284,000	103,000		1,162,344	1,152,000			51.4	48.6
1,455	奈良県	1979	901,000	289,000	108,000		1,191,395	1,181,000			51.4	48.6
1,456	奈良県	1980	917,061	291,486	112,753	38,750	1,216,911	1,209,365		529,351	51.5	48.5
1,457	奈良県	1981	935,000	298,000	117,000		1,237,470	1,233,000			51.5	48.5
1,458	奈良県	1982	957,000	298,000	122,000		1,258,342	1,254,000			51.4	48.5
1,459	奈良県	1983	976,000	297,000	125,000		1,275,621	1,273,000			51.5	48.5
1,460	奈良県	1984	996,000	295,000	128,000		1,291,319	1,290,000			51.5	48.5
1,461	奈良県	1985	1,015,896	288,515	132,109	51,136	1,305,653	1,304,866		582,940	51.5	48.5
1,462	奈良県	1986	1,036,000	284,000	136,000		1,322,269	1,318,000			51.5	48.5
1,463	奈良県	1987	1,058,000	278,000	140,000		1,338,301	1,333,000			51.6	48.4
1,464	奈良県	1988	1,082,000	271,000	146,000		1,354,803	1,347,000			51.7	48.3
1,465	奈良県	1989	1,106,000	264,000	152,000		1,370,512	1,363,000			51.7	48.3
1,466	奈良県	1990	1,117,723	255,863	159,254	65,365	1,381,931	1,375,481		634,437	51.8	48.2
1,467	奈良県	1991	1,138,000	251,000	166,000		1,391,495	1,388,000			51.7	48.3
1,468	奈良県	1992	1,155,000	246,000	173,000		1,404,169	1,400,000			51.8	48.3
1,469	奈良県	1993	1,172,000	241,000	181,000		1,415,222	1,412,000			51.8	48.2
1,470	奈良県	1994	1,184,000	238,000	188,000		1,425,359	1,420,000			51.8	48.2
1,471	奈良県	1995	1,197,453	232,418	198,192	78,232	1,434,579	1,430,862		694,701	51.9	48.1
1,472	奈良県	1996	1,209,000	230,000	207,000		1,440,864	1,437,000			51.9	48.1
1,473	奈良県	1997	1,218,000	226,000	215,000		1,444,726	1,442,000			51.9	48.1
1,474	奈良県	1998	1,225,000	222,000	223,000		1,447,496	1,443,000			52.0	48.0
1,475	奈良県	1999	1,232,000	217,000	230,000		1,449,146	1,444,000			52.1	47.9
1,476	奈良県	2000	1,226,867	213,822	239,432	97,780	1,448,533	1,442,795		689,656	52.1	47.9
1,477	奈良県	2001	1,232,000	210,000	249,000		1,445,508	1,442,000			52.1	47.9
1,478	奈良県	2002	1,231,000	207,000	258,000		1,441,971	1,437,000			52.2	47.7
1,479	奈良県	2003	1,232,000	204,000	266,000		1,439,040	1,434,000			52.3	47.7
